"PrevLength","MatchScore","TileSize","PrevType","BrowseTime"
0.1,60,75,"AC",21.4609152806402
0.1,60,75,"AC",20.010439778686
0.1,60,75,"AC",21.4175425808661
0.1,60,75,"AC",20.9911374915061
0.1,60,75,"AC",20.8314944958493
0.1,60,75,"AC",21.1790459676479
0.1,60,75,"AC",21.711055460714
0.1,60,75,"AC",22.1890534459869
0.1,60,75,"AC",19.653847805504
0.1,60,75,"AC",22.3414808812683
0.1,60,75,"AC",20.7837066069516
0.1,60,75,"AC",22.4574868599298
0.1,60,75,"AC",20.2424986933438
0.1,60,75,"AC",20.2687168194902
0.1,60,75,"AC",22.1889462102369
0.1,60,75,"AC",20.6531174433494
0.1,60,75,"AC",21.7029604809995
0.1,60,75,"AC",22.8228723971595
0.1,60,75,"AC",20.9637168928423
0.1,60,75,"AC",20.1955245961644
0.1,60,75,"AC",21.0808185618498
0.1,60,75,"AC",21.5247731327785
0.1,60,75,"AC",18.9117355197091
0.1,60,75,"AC",21.4554232552091
0.1,60,75,"AC",24.3414290406246
0.1,60,75,"AC",21.2163288760815
0.1,60,90,"TT",18.914276815237
0.1,60,90,"TT",18.8528996653193
0.1,60,90,"TT",19.8707289629524
0.1,60,90,"TT",18.7390294024485
0.1,60,90,"TT",20.7998476450758
0.1,60,90,"TT",18.8604990530965
0.1,60,90,"TT",20.4571219657111
0.1,60,90,"TT",17.5865854284061
0.1,60,90,"TT",19.3144767520836
0.1,60,90,"TT",19.2576654129168
0.1,60,90,"TT",19.1534521844106
0.1,60,90,"TT",20.3103845993746
0.1,60,90,"TT",18.810661437683
0.1,60,90,"TT",18.3262043510647
0.1,60,90,"TT",19.4341216285808
0.1,60,90,"TT",19.6790024289838
0.1,60,90,"TT",19.5397373465591
0.1,60,90,"TT",18.3199051332082
0.1,60,90,"TT",17.3504684682127
0.1,60,90,"TT",20.0840958268908
0.1,60,90,"TT",16.6854896897577
0.1,60,90,"TT",18.4294500996365
0.1,60,90,"TT",19.175314938682
0.1,60,90,"TT",19.4414124880542
0.1,60,90,"TT",19.6497771694066
0.1,60,90,"TT",17.9131827274922
0.1,60,90,"TT",17.9835763388036
0.1,60,90,"TT",19.1934983755542
0.1,60,90,"TT",18.9753430820072
0.1,60,90,"TT",18.2735956433141
0.1,60,90,"TT",18.4392991914772
0.1,60,90,"TT",19.267953503656
0.1,60,90,"TT",16.9103312115617
0.1,60,90,"TT",16.3440762567248
0.1,60,90,"TT",18.6029098758968
0.1,60,90,"TT",20.7089664141212
0.1,60,90,"AC",24.4028228247445
0.1,60,90,"AC",23.8030998276658
0.1,60,90,"AC",24.1742224273474
0.1,60,90,"AC",22.8144235802346
0.1,60,90,"AC",21.7215814919867
0.1,60,90,"AC",23.3120902476882
0.1,60,90,"AC",23.8559687023355
0.1,60,90,"AC",21.9553960084331
0.1,60,90,"AC",23.3605086476188
0.1,60,90,"AC",23.6148396099659
0.1,60,90,"AC",24.6773538872385
0.1,60,90,"AC",25.797770004281
0.1,60,90,"AC",23.9636565835265
0.1,60,90,"AC",23.2266811804134
0.1,60,90,"AC",26.2245605719394
0.1,60,90,"AC",23.0737354970155
0.1,60,90,"AC",23.4011878343016
0.1,60,90,"AC",22.983651963741
0.1,60,90,"AC",25.0575568385629
0.1,60,90,"AC",22.3957071767734
0.1,60,90,"AC",25.0107849078529
0.1,60,90,"AC",21.8758577913852
0.1,60,90,"AC",25.7733418763269
0.1,60,90,"AC",23.5311833759191
0.1,60,90,"AC",25.5201779924992
0.1,60,90,"AC",22.9213161885443
0.1,60,90,"AC",23.6091128399779
0.1,60,90,"AC",25.2848420207475
0.1,60,90,"AC",23.964650665388
0.1,60,90,"AC",21.5379633736785
0.1,60,90,"AC",24.6319935057833
0.1,60,90,"AC",25.1587970950515
0.1,60,90,"AC",23.8551875986851
0.1,60,90,"AC",23.950122692653
0.1,60,90,"AC",25.9954219175547
0.1,60,90,"AC",23.5479391855965
0.1,60,105,"TT",19.0918979058235
0.1,60,105,"TT",21.0350390941685
0.1,60,105,"TT",21.1605631915162
0.1,60,105,"TT",22.5994433834608
0.1,60,105,"TT",21.9495869489195
0.1,60,105,"TT",19.7087545109543
0.1,60,105,"TT",18.543479265067
0.1,60,105,"TT",20.8518923796498
0.1,60,105,"TT",21.020209274233
0.1,60,105,"TT",20.0119065449977
0.1,60,105,"TT",22.3221388441189
0.1,60,105,"TT",21.4865622077904
0.1,60,105,"TT",21.3472304322609
0.1,60,105,"TT",20.6002339100043
0.1,60,105,"TT",20.7168166361397
0.1,60,105,"TT",21.325688354383
0.1,60,105,"TT",21.0592654792016
0.1,60,105,"TT",20.9285417870934
0.1,60,105,"TT",20.1879957932446
0.1,60,105,"TT",19.7758559324796
0.1,60,105,"TT",19.3544980834217
0.1,60,105,"TT",19.5477562456167
0.1,60,105,"TT",20.6563979938841
0.1,60,105,"TT",20.2719662782384
0.1,60,105,"TT",21.4969622785966
0.1,60,105,"TT",20.743352593703
0.1,60,105,"TT",20.8026039368442
0.1,60,105,"TT",21.3214130919622
0.1,60,105,"TT",19.7566126173111
0.1,60,105,"TT",21.0204760020485
0.1,60,105,"TT",21.1123366054449
0.1,60,105,"TT",20.4550301026665
0.1,60,105,"TT",20.5026894601238
0.1,60,105,"TT",21.3818954542716
0.1,60,105,"TT",19.7439140104955
0.1,60,105,"TT",20.828632729496
0.1,60,105,"AC",25.9767724744067
0.1,60,105,"AC",25.78144276278
0.1,60,105,"AC",25.6870217123094
0.1,60,105,"AC",25.2561888872188
0.1,60,105,"AC",25.9500995054323
0.1,60,105,"AC",24.8868720309062
0.1,60,105,"AC",26.5357399052968
0.1,60,105,"AC",27.2183079820283
0.1,60,105,"AC",25.4894354921165
0.1,60,105,"AC",23.2570169799885
0.1,60,105,"AC",26.0788100263166
0.1,60,105,"AC",25.1688943691726
0.1,60,105,"AC",26.7149906762698
0.1,60,105,"AC",26.0084837890828
0.1,60,105,"AC",24.9807619434668
0.1,60,105,"AC",25.6598842951944
0.1,60,105,"AC",25.5588630265036
0.1,60,105,"AC",25.7503940303214
0.1,60,105,"AC",25.3308325022233
0.1,60,105,"AC",27.6935194773837
0.1,60,105,"AC",25.3652563181657
0.1,60,105,"AC",26.0180013974188
0.1,60,105,"AC",26.9441760961975
0.1,60,105,"AC",25.4493148575675
0.1,60,105,"AC",24.8736908749401
0.1,60,105,"AC",25.1290559429351
0.1,60,105,"AC",25.24524466561
0.1,60,105,"AC",27.5803451499764
0.1,60,105,"AC",26.1816067133669
0.1,60,105,"AC",25.569784030051
0.1,60,105,"AC",27.4350033429461
0.1,60,105,"AC",25.7914404991478
0.1,60,105,"AC",24.901920383047
0.1,60,105,"AC",26.8460429156058
0.1,60,105,"AC",28.3310526298736
0.1,60,105,"AC",24.1389272912405
0.1,60,120,"TT",23.0781408469602
0.1,60,120,"TT",24.2258456171834
0.1,60,120,"TT",23.4924023117537
0.1,60,120,"TT",20.658015333046
0.1,60,120,"TT",21.970189091597
0.1,60,120,"TT",22.0392909126468
0.1,60,120,"TT",21.8175100060925
0.1,60,120,"TT",21.7356334913082
0.1,60,120,"TT",21.6653557515985
0.1,60,120,"TT",21.8733031489938
0.1,60,120,"TT",22.9182731197554
0.1,60,120,"TT",21.3506117520381
0.1,60,120,"TT",21.6084424407589
0.1,60,120,"TT",21.2007170470628
0.1,60,120,"TT",20.9756222892689
0.1,60,120,"TT",21.6337189168608
0.1,60,120,"TT",21.4443644061402
0.1,60,120,"TT",23.7847784446542
0.1,60,120,"TT",21.7751121696122
0.1,60,120,"TT",22.7775559806548
0.1,60,120,"TT",21.6957851452424
0.1,60,120,"TT",19.9341752483208
0.1,60,120,"TT",20.9520996378363
0.1,60,120,"TT",21.0486795403752
0.1,60,120,"TT",20.6162966752228
0.1,60,120,"TT",22.2095662035877
0.1,60,120,"TT",21.4552235899295
0.1,60,120,"TT",19.4170819193568
0.1,60,120,"TT",21.0649203434046
0.1,60,120,"TT",22.8475176171468
0.1,60,120,"TT",19.5923967611959
0.1,60,120,"TT",19.8354624532161
0.1,60,120,"TT",21.7343949817952
0.1,60,120,"TT",23.1066372359275
0.1,60,120,"TT",19.9716148563344
0.1,60,120,"TT",22.4401719131156
0.1,60,120,"AC",27.5997667257056
0.1,60,120,"AC",25.1869916812434
0.1,60,120,"AC",26.7776582386892
0.1,60,120,"AC",25.3929691778669
0.1,60,120,"AC",27.6262758504808
0.1,60,120,"AC",26.000889618036
0.1,60,120,"AC",28.5856258487827
0.1,60,120,"AC",25.6337891122808
0.1,60,120,"AC",27.4938556941065
0.1,60,120,"AC",28.2500010556084
0.1,60,120,"AC",25.4029680621092
0.1,60,120,"AC",26.3383162267472
0.1,60,120,"AC",27.3719259682408
0.1,60,120,"AC",25.8093031580247
0.1,60,120,"AC",25.8313546459012
0.1,60,120,"AC",26.6118062470951
0.1,60,120,"AC",27.0509315476466
0.1,60,120,"AC",25.8880643642621
0.1,60,120,"AC",28.1222103580075
0.1,60,120,"AC",28.5318720365418
0.1,60,120,"AC",27.7759585052861
0.1,60,120,"AC",25.8623443696043
0.1,60,120,"AC",25.8683954369494
0.1,60,120,"AC",27.8945295763484
0.1,60,120,"AC",26.2344730465231
0.1,60,120,"AC",27.3635832534376
0.1,60,120,"AC",26.3357985940754
0.1,60,120,"AC",25.7371915534927
0.1,60,120,"AC",28.197763188068
0.1,60,120,"AC",26.4868108281734
0.1,60,120,"AC",26.7679691877453
0.1,60,120,"AC",27.1818846375141
0.1,60,120,"AC",27.7792002890549
0.1,60,120,"AC",26.0057548698553
0.1,60,120,"AC",27.8971220531467
0.1,60,120,"AC",27.9727316297362
0.1,66,30,"TT",20.0508151399755
0.1,66,30,"TT",21.3683071965491
0.1,66,30,"TT",19.9349595758378
0.1,66,30,"TT",20.0248770932538
0.1,66,30,"TT",20.6693122695753
0.1,66,30,"TT",18.7471025156991
0.1,66,30,"TT",19.6712005072092
0.1,66,30,"TT",20.2158323653657
0.1,66,30,"TT",19.8364434834691
0.1,66,30,"TT",19.3362288210327
0.1,66,30,"TT",19.8049052065871
0.1,66,30,"TT",19.9810403338297
0.1,66,30,"TT",20.1111525776533
0.1,66,30,"TT",20.8875099853149
0.1,66,30,"TT",19.2864879604516
0.1,66,30,"TT",19.7245267509528
0.1,66,30,"TT",20.2450359193764
0.1,66,30,"TT",18.5147200671964
0.1,66,30,"TT",18.6266008760277
0.1,66,30,"TT",18.7712939767615
0.1,66,30,"TT",19.4398245472821
0.1,66,30,"TT",20.834827128269
0.1,66,30,"TT",19.5961014017009
0.1,66,30,"TT",20.9746702542155
0.1,66,30,"TT",20.687914536563
0.1,66,30,"TT",19.6678279646561
0.1,66,30,"TT",19.1998073590434
0.1,66,30,"TT",18.6465960816315
0.1,66,30,"TT",20.0962505285186
0.1,66,30,"TT",18.8021544747389
0.1,66,30,"TT",20.017751176171
0.1,66,30,"TT",19.1193912129068
0.1,66,30,"TT",19.8771338618298
0.1,66,30,"TT",21.9535489698744
0.1,66,30,"TT",20.4204697633419
0.1,66,30,"TT",18.6727703256561
0.1,66,30,"AC",24.787583556637
0.1,66,30,"AC",23.3974987298698
0.1,66,30,"AC",22.9720098975204
0.1,66,30,"AC",24.1462525781952
0.1,66,30,"AC",23.5130067132095
0.1,66,30,"AC",24.0640702521659
0.1,66,30,"AC",26.297324508446
0.1,66,30,"AC",24.634210718006
0.1,66,30,"AC",26.8350400273302
0.1,66,30,"AC",25.3368814972398
0.1,66,30,"AC",24.8365950830226
0.1,66,30,"AC",27.143110535114
0.1,66,30,"AC",23.7393210127534
0.1,66,30,"AC",24.7710151027175
0.1,66,30,"AC",25.1835351008864
0.1,66,30,"AC",23.7266703825463
0.1,66,30,"AC",25.2348689670401
0.1,66,30,"AC",25.4854071556686
0.1,66,30,"AC",23.9458689223783
0.1,66,30,"AC",24.8612648492226
0.1,66,30,"AC",25.792535081058
0.1,66,30,"AC",25.9543726285554
0.1,66,30,"AC",23.7512489861367
0.1,66,30,"AC",24.0927659219345
0.1,66,30,"AC",24.1269844944118
0.1,66,30,"AC",25.7316823269494
0.1,66,30,"AC",24.3350191604987
0.1,66,30,"AC",24.4239209461074
0.1,66,30,"AC",23.9542803348172
0.1,66,30,"AC",24.3828781187948
0.1,66,30,"AC",23.3220205811369
0.1,66,30,"AC",24.9575294842915
0.1,66,30,"AC",24.2605322640465
0.1,66,30,"AC",25.7064941922169
0.1,66,30,"AC",24.5684036708587
0.1,66,30,"AC",25.0177239743905
0.1,66,45,"TT",17.1694286727594
0.1,66,45,"TT",16.8533660346478
0.1,66,45,"TT",16.2901978780316
0.1,66,45,"TT",16.6984784550268
0.1,66,45,"TT",16.8748156570796
0.1,66,45,"TT",14.321368996744
0.1,66,45,"TT",17.1546916384829
0.1,66,45,"TT",16.5436002990954
0.1,66,45,"TT",16.8265382403207
0.1,66,45,"TT",16.0073965460246
0.1,66,45,"TT",18.0510832991311
0.1,66,45,"TT",17.1848732832048
0.1,66,45,"TT",16.5255287833809
0.1,66,45,"TT",17.6664507437286
0.1,66,45,"TT",17.8273532241536
0.1,66,45,"TT",15.1137101350101
0.1,66,45,"TT",15.2326492119477
0.1,66,45,"TT",16.2450266960268
0.1,66,45,"TT",18.1927592336493
0.1,66,45,"TT",16.3896423211781
0.1,66,45,"TT",17.145572638311
0.1,66,45,"TT",17.227847764943
0.1,66,45,"TT",15.1362925541902
0.1,66,45,"TT",16.6318748330047
0.1,66,45,"TT",15.0542509593325
0.1,66,45,"TT",19.1237579143293
0.1,66,45,"TT",16.5359567114636
0.1,66,45,"TT",15.7367848663991
0.1,66,45,"TT",16.7958575961445
0.1,66,45,"TT",16.6483991553082
0.1,66,45,"TT",15.5208014707991
0.1,66,45,"TT",16.1855342740733
0.1,66,45,"TT",18.1867631582562
0.1,66,45,"TT",17.5966949806718
0.1,66,45,"TT",16.7758500399629
0.1,66,45,"TT",15.9524315453002
0.1,66,45,"AC",21.2263137273236
0.1,66,45,"AC",21.0852848356439
0.1,66,45,"AC",20.7718953242009
0.1,66,45,"AC",21.2157251497601
0.1,66,45,"AC",22.1164515415795
0.1,66,45,"AC",22.6114484317737
0.1,66,45,"AC",21.1367435198479
0.1,66,45,"AC",23.4790005632976
0.1,66,45,"AC",22.4310453525386
0.1,66,45,"AC",22.4857747791999
0.1,66,45,"AC",21.3049562996489
0.1,66,45,"AC",22.9888757229894
0.1,66,45,"AC",21.582337145416
0.1,66,45,"AC",22.5536716322567
0.1,66,45,"AC",20.8620088160633
0.1,66,45,"AC",22.9942472914414
0.1,66,45,"AC",21.1519539291197
0.1,66,45,"AC",24.7333475797465
0.1,66,45,"AC",21.9096485064493
0.1,66,45,"AC",21.9195990832384
0.1,66,45,"AC",21.6227624016682
0.1,66,45,"AC",22.0486643267523
0.1,66,45,"AC",21.3339273389713
0.1,66,45,"AC",20.1212609628638
0.1,66,45,"AC",21.619232944857
0.1,66,45,"AC",20.7604177142377
0.1,66,45,"AC",18.691586244355
0.1,66,45,"AC",22.2797039308398
0.1,66,45,"AC",21.3309633382764
0.1,66,45,"AC",21.9095270869515
0.1,66,45,"AC",22.9011613793625
0.1,66,45,"AC",21.3623296642989
0.1,66,45,"AC",21.925755426034
0.1,66,45,"AC",22.283757697615
0.1,66,45,"AC",19.892661123195
0.1,66,45,"AC",22.4121000357811
0.1,66,60,"TT",14.1532938896918
0.1,66,60,"TT",14.6336930014845
0.1,66,60,"TT",14.8635375655117
0.1,66,60,"TT",16.0435689052986
0.1,66,60,"TT",14.6019663369134
0.1,66,60,"TT",15.8780486018189
0.1,66,60,"TT",15.3132281941137
0.1,66,60,"TT",12.1149339364893
0.1,66,60,"TT",16.0314011801019
0.1,66,60,"TT",15.0108492539788
0.1,66,60,"TT",16.229966510281
0.1,66,60,"TT",14.0125319725122
0.1,66,60,"TT",14.0221839155584
0.1,66,60,"TT",14.4511621106909
0.1,66,60,"TT",13.6671304185345
0.1,66,60,"TT",14.8624579435113
0.1,66,60,"TT",14.5654925725755
0.1,66,60,"TT",14.8362449438681
0.1,66,60,"TT",13.0270635119579
0.1,66,60,"TT",13.8287622932301
0.1,66,60,"TT",14.8219042684128
0.1,66,60,"TT",14.6010206000574
0.1,66,60,"TT",16.2046096020838
0.1,66,60,"TT",12.7748344596378
0.1,66,60,"TT",14.4197454400401
0.1,66,60,"TT",15.3949508105962
0.1,66,60,"TT",13.8117605111642
0.1,66,60,"TT",15.2120579742744
0.1,66,60,"TT",16.2534832954744
0.1,66,60,"TT",13.5697886950787
0.1,66,60,"TT",12.5201308513866
0.1,66,60,"TT",15.0375061090889
0.1,66,60,"TT",14.5546403922843
0.1,66,60,"TT",14.5583604861631
0.1,66,60,"TT",15.0352872004548
0.1,66,60,"TT",14.0890768762577
0.1,66,60,"AC",21.1404082373642
0.1,66,60,"AC",21.285975126181
0.1,66,60,"AC",20.2388539080213
0.1,66,60,"AC",19.3134944788132
0.1,66,60,"AC",19.7496384511179
0.1,66,60,"AC",21.4605850487897
0.1,66,60,"AC",19.5906722208607
0.1,66,60,"AC",19.4958948820158
0.1,66,60,"AC",19.1983205525561
0.1,66,60,"AC",19.6526212352787
0.1,66,60,"AC",19.574783281147
0.1,66,60,"AC",20.8972484450912
0.1,66,60,"AC",20.6379877237429
0.1,66,60,"AC",19.6267891673707
0.1,66,60,"AC",21.0076029841403
0.1,66,60,"AC",18.628103315688
